Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
58,149659,61516,695,Self-Employed,22,2,Divorced,38.39935197280843,0
56,184693,48692,738,Self-Employed,27,1,Single,15.030121543368756,0
30,55688,24743,542,Salaried,3,4,Married,100.0,1
28,74985,37787,656,Salaried,8,0,Single,56.76296426303582,1
21,5454,6739,537,Student,0,4,Single,100.0,1
36,97978,82864,724,Salaried,16,0,Married,30.535294934651702,0
28,36502,15404,586,Salaried,2,1,Married,88.74117043048889,1
30,35456,16682,541,Salaried,6,2,Divorced,84.92293412334766,1
63,106010,39693,693,Self-Employed,24,3,Single,60.14321966361109,1
62,125414,78760,749,Self-Employed,17,3,Married,45.805361770141836,0
23,9117,8313,571,Student,0,0,Divorced,100.0,1
57,133259,34128,640,Salaried,18,4,Divorced,57.06676291380576,1
61,92129,57130,585,Salaried,11,4,Single,88.17234253333525,1
36,53195,25402,662,Salaried,2,0,Single,37.26203860591896,0
29,32815,32935,501,Self-Employed,0,1,Married,100.0,1
25,45254,29428,594,Salaried,4,0,Single,71.1635541418535,1
25,44603,47078,624,Salaried,0,1,Divorced,74.44226879546899,1
62,55495,19800,589,Salaried,7,2,Divorced,67.18559449427978,1
29,64054,6620,609,Salaried,6,2,Single,44.92248444929779,0
24,3719,4865,594,Student,0,0,Single,100.0,1
50,65510,9427,643,Self-Employed,10,2,Single,40.6362745213266,0
62,3777,4887,465,Unemployed,17,4,Divorced,100.0,1
43,114401,87975,695,Salaried,13,1,Single,43.944876318003416,0
20,4728,7953,574,Student,0,3,Married,100.0,1
45,69246,78775,564,Self-Employed,8,3,Married,100.0,1
22,17397,16496,516,Salaried,0,2,Married,100.0,1
25,591,7713,498,Unemployed,3,1,Single,100.0,1
42,91413,53162,583,Salaried,11,4,Single,90.99762317562997,1
22,13322,5469,452,Student,0,3,Divorced,100.0,1
18,13673,7756,447,Student,0,4,Divorced,100.0,1
40,46428,32920,606,Self-Employed,12,4,Married,82.00308491676157,1
47,60681,21343,636,Salaried,0,3,Single,62.884726171992654,1
62,75404,41189,571,Salaried,2,3,Single,87.05737303567804,1
64,131332,47709,761,Salaried,21,2,Married,26.31689858590807,0
40,58942,16781,604,Salaried,7,1,Single,50.799712221312454,0
66,123901,26850,741,Self-Employed,17,0,Divorced,15.557618800441105,0
64,137032,43230,708,Self-Employed,24,1,Married,21.47772164393657,0
25,5202,5712,614,Student,0,0,Single,100.0,1
35,31783,16790,498,Salaried,3,3,Divorced,100.0,1
35,71600,40706,524,Self-Employed,3,4,Divorced,95.05281147088735,1
24,2388,6842,504,Student,0,1,Single,100.0,1
21,27771,16687,453,Self-Employed,1,4,Married,100.0,1
47,96713,52640,623,Salaried,15,1,Single,57.58656997633742,1
50,71499,15006,608,Salaried,1,1,Single,76.93445816426069,1
53,98537,103402,620,Salaried,16,4,Single,77.90184346447046,1
35,68987,13587,579,Self-Employed,9,2,Married,51.231931657522935,0
54,70899,10016,590,Self-Employed,6,3,Divorced,78.60364828360872,1
36,2431,6306,415,Unemployed,10,2,Married,100.0,1
64,119963,90413,715,Salaried,8,2,Single,46.26870431985926,0
45,106049,33254,582,Salaried,21,1,Married,64.62996175197092,1
57,120881,64249,640,Self-Employed,16,3,Single,56.643401486185475,1
37,54510,22111,675,Self-Employed,8,1,Divorced,60.900121605081914,1
18,11116,6023,635,Student,0,0,Married,93.61771674078074,1
50,76737,2000,586,Self-Employed,4,1,Single,65.74088498663701,1
29,42258,10877,513,Salaried,7,4,Single,82.42493387526142,1
68,98272,28297,723,Self-Employed,10,1,Married,4.656332154885469,0
25,6474,3001,556,Student,0,0,Single,100.0,1
58,125935,83567,739,Salaried,24,1,Married,32.071764473248024,0
56,31290,13247,564,Salaried,1,0,Single,85.99066309165474,1
19,12000,3487,520,Salaried,0,3,Single,85.6275326134531,1
46,91468,36939,672,Salaried,9,1,Married,30.604829388482667,0
58,181608,40933,697,Self-Employed,23,0,Divorced,27.246818529072524,0
27,15955,12553,564,Salaried,7,3,Divorced,91.50601895951439,1
19,12000,4901,442,Salaried,0,4,Single,100.0,1
68,144943,23938,765,Salaried,15,2,Single,0.0009794872585988657,0
28,42130,20488,605,Salaried,2,0,Single,63.77916407613317,1
30,54117,23092,523,Salaried,10,4,Married,82.14968624348016,1
27,95125,9342,529,Self-Employed,6,3,Married,81.36677961966873,1
31,79181,8927,531,Salaried,10,4,Divorced,65.93684940040153,1
35,57750,51964,583,Salaried,5,1,Divorced,89.18883073866593,1
68,53742,17418,650,Salaried,5,2,Single,36.36126940927121,0
26,83839,33133,653,Salaried,6,0,Married,44.28444853453647,0
56,101335,70313,618,Salaried,12,3,Divorced,77.40246927580932,1
45,48955,33769,607,Salaried,2,2,Married,57.12075607104061,1
25,3436,6237,448,Student,0,3,Single,100.0,1
37,81974,19664,511,Self-Employed,8,4,Single,85.4739970326651,1
23,47809,30661,595,Salaried,3,3,Married,98.97350305780515,1
44,57864,53009,545,Salaried,2,3,Single,100.0,1
19,825,3984,435,Unemployed,0,4,Single,100.0,1
46,69232,27931,459,Self-Employed,5,4,Single,100.0,1
55,120441,45929,676,Salaried,16,2,Married,23.152597460625802,0
20,22000,9090,648,Self-Employed,0,0,Single,99.11824162513773,1
33,51581,43749,538,Self-Employed,2,4,Single,100.0,1
47,84477,51582,631,Self-Employed,1,2,Single,83.04243144003736,1
57,83045,28738,683,Salaried,11,3,Married,30.452502796048233,0
19,29864,18852,537,Salaried,0,3,Divorced,100.0,1
34,75520,79021,593,Salaried,7,1,Married,95.85522349348422,1
23,12006,2281,454,Student,0,4,Married,100.0,1
29,81973,18820,568,Self-Employed,9,2,Divorced,83.9101732361423,1
52,98967,67221,684,Salaried,10,2,Single,34.067585325261824,0
25,14263,7411,637,Student,0,0,Single,100.0,1
20,10221,9235,567,Student,0,2,Single,100.0,1
62,2777,2881,454,Unemployed,23,4,Single,100.0,1
19,5493,4543,518,Student,0,2,Single,100.0,1
43,981,7152,564,Unemployed,21,1,Divorced,100.0,1
54,115292,66015,575,Salaried,20,3,Married,90.26154581958258,1
38,125802,13078,651,Self-Employed,18,3,Married,47.69988984765659,0
66,173279,53434,744,Self-Employed,33,2,Divorced,23.573188027460706,0
48,146616,87268,689,Salaried,23,2,Single,42.82398223598595,0
42,52734,31113,634,Salaried,0,2,Single,59.14421358375855,1
40,1096,6981,499,Unemployed,15,2,Married,100.0,1
41,115799,40689,621,Salaried,21,1,Married,42.4529843067783,0
19,5166,8906,517,Student,0,4,Single,100.0,1
45,57228,32042,631,Salaried,2,1,Married,72.12521814759067,1
38,32987,16229,581,Salaried,0,1,Married,90.48460890802671,1
60,57576,25333,658,Salaried,5,1,Married,68.29922783928902,1
35,57520,21199,570,Salaried,2,3,Married,80.56286869301745,1
53,128675,90949,663,Self-Employed,21,1,Single,47.35848389553098,0
52,64133,4145,643,Salaried,7,2,Single,50.58587996267006,0
62,99826,68153,767,Salaried,4,1,Married,19.456107301090704,0
26,53103,28151,517,Salaried,3,2,Single,85.75055136912465,1
55,92367,85862,536,Salaried,8,4,Divorced,100.0,1
47,121099,51712,676,Salaried,14,3,Married,50.069842631318416,0
61,124722,21865,654,Self-Employed,20,4,Single,48.75162461999201,0
51,167101,177392,704,Salaried,27,4,Married,70.89138616352817,1
49,101577,57912,697,Salaried,13,3,Married,57.23505690551467,1
20,17755,3527,578,Salaried,0,2,Single,71.56172408012617,1
20,26495,13897,497,Salaried,0,2,Married,100.0,1
45,59898,25691,622,Salaried,3,2,Divorced,58.98015211444471,1
61,156590,109850,647,Salaried,23,3,Married,59.95208766527207,1
25,9769,2381,573,Student,0,1,Single,100.0,1
21,10950,1361,538,Student,0,0,Married,82.04884414721076,1
40,79531,15662,660,Self-Employed,16,1,Married,19.59669300198748,0
57,136149,9845,728,Salaried,33,1,Single,0.0,0
28,40816,27587,532,Salaried,3,4,Single,100.0,1
65,110025,54905,736,Salaried,15,0,Divorced,25.602269985987448,0
49,97546,80740,668,Self-Employed,9,2,Single,64.89684625714062,1
53,2164,5734,515,Unemployed,9,1,Married,100.0,1
50,161837,19989,664,Salaried,29,3,Married,32.40373132355337,0
41,120791,111806,659,Salaried,18,1,Married,63.52256793151845,1
56,113055,30723,706,Self-Employed,24,2,Single,22.875623372066148,0
51,108798,44014,706,Self-Employed,30,1,Married,54.166138091034675,0
45,136364,105773,577,Self-Employed,24,4,Single,100.0,1
54,93457,23018,622,Self-Employed,6,4,Married,66.3294085177944,1
24,1460,4756,567,Unemployed,2,1,Married,100.0,1
21,42648,14641,529,Salaried,1,4,Married,100.0,1
18,7758,8589,475,Student,0,3,Divorced,100.0,1
18,2921,9787,473,Unemployed,0,0,Married,100.0,1
18,91877,73792,521,Self-Employed,0,1,Single,100.0,1
64,69920,13193,666,Salaried,2,3,Divorced,24.857953659515353,0
37,130265,48487,550,Salaried,14,3,Married,99.20945053967944,1
36,78105,29053,533,Salaried,13,3,Single,64.37244939451817,1
46,69385,40536,618,Salaried,7,2,Single,44.624686450143535,0
21,5914,4391,557,Student,0,1,Married,100.0,1
35,55702,16111,680,Salaried,9,1,Single,25.71344850816825,0
45,81260,52906,660,Salaried,9,1,Married,44.27005876788481,0
52,118938,10561,690,Self-Employed,13,0,Married,0.0,0
60,85313,41323,607,Salaried,7,3,Single,60.332346067902726,1
64,143469,50843,641,Salaried,26,1,Married,31.438273590008606,0
48,80546,33161,638,Salaried,9,4,Single,77.02853127423053,1
44,148043,139433,697,Self-Employed,24,2,Married,45.467521264419645,0
28,25090,23066,622,Salaried,1,0,Married,83.5887641226908,1
24,7985,4926,588,Student,0,2,Married,100.0,1
66,118941,54128,696,Salaried,21,3,Married,51.270691430151665,0
22,8175,6766,495,Student,0,4,Married,100.0,1
22,32228,15221,528,Salaried,1,3,Married,100.0,1
25,47845,23913,595,Salaried,1,1,Single,94.82122389402925,1
51,85923,48706,564,Salaried,12,2,Single,83.83482236997789,1
65,170552,58516,701,Salaried,30,4,Married,35.278034631852634,0
69,113070,51880,665,Salaried,13,2,Divorced,43.1399652506305,0
29,56170,19837,678,Salaried,9,0,Married,16.477245092467886,0
55,157206,159808,662,Salaried,29,4,Married,73.94301208356227,1
18,40040,33892,608,Salaried,0,0,Single,83.11134996328295,1
48,62297,19756,600,Salaried,3,4,Married,63.20528608386239,1
21,30798,12670,542,Salaried,0,1,Married,85.78898096476229,1
66,99766,65271,595,Self-Employed,14,2,Single,72.7779734454694,1
23,5481,4951,513,Student,0,2,Single,100.0,1
67,198732,87456,717,Salaried,30,3,Divorced,35.5276216237762,0
22,21794,27224,537,Salaried,0,4,Single,100.0,1
47,2299,1992,469,Unemployed,26,4,Single,100.0,1
41,113637,60375,642,Salaried,20,0,Single,56.37234611788889,1
20,972,3949,482,Unemployed,0,4,Divorced,100.0,1
28,77649,52467,575,Salaried,8,2,Married,98.30008497979578,1
21,8411,1065,486,Student,0,4,Married,100.0,1
21,17384,14257,542,Salaried,0,3,Divorced,100.0,1
19,13930,2415,497,Student,0,3,Single,100.0,1
44,89655,25227,535,Salaried,14,2,Married,75.13566590199473,1
63,152854,43213,658,Self-Employed,23,2,Single,48.34971512410483,0
60,104017,67038,676,Salaried,15,2,Single,28.788759451452467,0
44,66788,48075,629,Salaried,3,4,Married,82.09045159560675,1
59,96161,48150,629,Self-Employed,10,4,Married,57.0954130221552,1
68,98642,43869,711,Salaried,7,1,Single,43.71289263745395,0
20,13622,4929,481,Student,0,0,Single,100.0,1
23,37619,29216,557,Salaried,2,4,Married,100.0,1
23,14299,8974,592,Student,0,1,Single,100.0,1
47,83261,43197,674,Salaried,8,1,Single,46.46965392383282,0
59,1500,6971,519,Unemployed,2,3,Single,100.0,1
54,1317,3066,497,Unemployed,24,4,Single,100.0,1
54,74745,16000,709,Salaried,10,1,Married,23.208144323936708,0
20,10707,3169,492,Student,0,3,Single,100.0,1
54,132598,55279,730,Self-Employed,15,0,Single,9.02214516782752,0
52,106224,73839,605,Salaried,16,3,Married,69.90661159467187,1
40,64312,15418,652,Self-Employed,9,0,Divorced,41.27113566057346,0
23,57337,17027,577,Salaried,3,2,Single,71.12133450387086,1
21,12000,3751,569,Self-Employed,0,2,Single,96.31300053810048,1
35,126513,58934,584,Salaried,15,3,Single,86.3525823049984,1
26,55060,49383,569,Salaried,3,2,Married,100.0,1
66,110230,46481,633,Salaried,21,4,Married,59.10041845314979,1
46,61537,23288,578,Salaried,5,3,Married,78.42184630142097,1
24,9188,7704,556,Student,0,1,Divorced,100.0,1
64,2300,8468,436,Unemployed,13,4,Married,100.0,1
69,102779,78646,667,Salaried,10,3,Married,51.29413659699258,0
34,46791,3783,604,Salaried,11,0,Married,15.521681246696325,0
62,118962,17751,605,Self-Employed,4,2,Single,39.895291621695016,0
49,56845,11289,623,Salaried,4,2,Divorced,38.044968653735246,0
65,135827,91431,697,Salaried,19,2,Single,39.79401409652185,0
39,65912,26665,595,Salaried,14,3,Single,89.07038665427113,1
21,19601,4004,516,Salaried,1,4,Married,93.69226135128652,1
22,12000,10368,612,Salaried,0,0,Single,78.70319036654581,1
54,120225,6506,722,Self-Employed,29,2,Married,7.103251688057617,0
58,138970,49177,660,Salaried,23,4,Married,40.799049262245234,0
24,2044,7290,587,Student,0,1,Married,100.0,1
30,65715,24077,638,Salaried,8,1,Married,46.907133046723956,0
51,61655,44082,705,Salaried,2,0,Single,40.44196586829411,0
19,12732,1926,499,Student,0,2,Married,100.0,1
39,44867,2000,642,Salaried,3,1,Married,25.17999452177041,0
40,112579,84878,632,Salaried,15,4,Married,66.19615059848748,1
68,123307,9115,619,Self-Employed,6,4,Married,66.51984330994601,1
20,12000,7389,627,Salaried,0,1,Single,89.35551846373733,1
59,161456,107230,673,Self-Employed,21,2,Married,46.60148319386403,0
51,109183,62230,716,Salaried,13,0,Single,31.111623352766355,0
49,146139,17525,618,Self-Employed,15,2,Divorced,32.97376269800878,0
62,163976,72010,705,Salaried,28,3,Single,50.69066549434954,0
68,116836,31129,755,Salaried,15,1,Married,21.861987269732108,0
66,2842,9055,517,Unemployed,33,3,Single,100.0,1
38,106130,33528,588,Self-Employed,9,1,Single,77.13591791781263,1
63,73316,18850,693,Salaried,6,0,Married,23.758080820651493,0
61,145139,95753,641,Salaried,24,2,Divorced,46.029575912722066,0
38,81156,22928,612,Salaried,14,2,Married,38.425571772988015,0
61,193456,43393,773,Self-Employed,31,1,Divorced,22.964566608895638,0
28,65405,77022,555,Self-Employed,8,4,Married,100.0,1
56,125144,38653,567,Self-Employed,6,3,Married,83.17469701397941,1
21,19976,11928,531,Salaried,0,2,Single,81.6259983044728,1
68,131428,16396,693,Self-Employed,15,2,Married,12.994088925194172,0
18,41945,49840,642,Salaried,0,1,Single,98.48806775368872,1
45,142143,65563,599,Salaried,25,4,Divorced,85.43510776647678,1
41,52506,28002,593,Salaried,2,3,Divorced,100.0,1
52,1239,1731,479,Unemployed,16,4,Divorced,100.0,1
30,69001,8261,512,Self-Employed,6,4,Married,77.64707931218776,1
64,98284,62208,662,Salaried,7,1,Married,38.69077464402621,0
51,63863,51978,559,Self-Employed,1,4,Married,100.0,1
24,10687,5163,557,Student,0,3,Single,100.0,1
53,198212,138878,716,Salaried,31,0,Married,40.527578590778965,0
68,141013,54228,731,Salaried,28,0,Single,0.0,0
34,2817,4246,443,Unemployed,2,3,Married,100.0,1
25,4720,6511,607,Student,0,1,Single,100.0,1
35,59927,28889,608,Salaried,10,2,Single,63.65973484879883,1
57,56034,18236,708,Salaried,1,1,Single,33.48021398207214,0
39,96254,32497,474,Salaried,18,3,Married,99.12509752022659,1
41,91928,73048,611,Salaried,16,4,Married,57.26614078268314,1
36,1646,6339,507,Unemployed,4,0,Single,100.0,1
54,97924,73027,566,Salaried,19,4,Married,100.0,1
22,9348,8543,538,Student,0,1,Single,100.0,1
38,82707,48397,583,Salaried,16,3,Married,87.68482955584261,1
25,15022,12277,598,Salaried,1,0,Married,100.0,1
45,78600,58152,560,Salaried,8,3,Married,96.03145010033826,1
22,63674,30135,619,Self-Employed,1,0,Married,85.40299341391795,1
34,54990,17869,632,Salaried,5,0,Single,22.870494897757617,0
54,163769,25536,657,Self-Employed,33,0,Married,29.383523459572988,0
53,168115,84690,723,Salaried,30,1,Married,34.252580948146075,0
36,64395,38087,571,Salaried,11,3,Married,86.31733828904142,1
44,90628,29329,632,Salaried,11,2,Married,36.44713109104732,0
51,153901,87528,649,Salaried,30,2,Single,51.50875259773933,0
28,67566,34882,586,Self-Employed,8,2,Married,100.0,1
62,158847,98909,568,Salaried,21,3,Married,86.81888656476468,1
64,186704,76674,636,Self-Employed,26,4,Single,75.31081465354019,1
29,80523,26963,549,Salaried,7,3,Single,81.76197875344732,1
38,67230,38899,648,Salaried,11,0,Single,58.22570248666705,1
28,31673,21268,512,Salaried,4,4,Divorced,93.5540669093642,1
56,121901,108303,753,Salaried,17,0,Married,35.06202808660815,0
45,101700,51876,631,Self-Employed,12,0,Single,59.062451551958524,1
22,12000,6583,550,Self-Employed,2,3,Single,100.0,1
34,53364,12820,676,Salaried,3,2,Married,32.04832549457525,0
37,109409,62210,552,Salaried,11,4,Married,96.54626248609755,1
18,11655,6770,574,Student,0,1,Single,100.0,1
63,197082,72022,780,Self-Employed,32,2,Single,4.522064512106987,0
29,58010,33393,669,Self-Employed,5,1,Divorced,70.95052868354692,1
23,21809,11019,512,Salaried,2,3,Single,100.0,1
34,54871,36491,585,Salaried,1,4,Single,100.0,1
68,2754,6816,560,Unemployed,47,3,Divorced,100.0,1
36,92710,14366,691,Self-Employed,0,1,Married,38.0656737167091,0
43,68447,4017,689,Salaried,9,0,Single,2.6177572835465477,0
65,123157,40691,702,Self-Employed,18,3,Single,53.315567958400614,0
61,105826,48175,597,Self-Employed,13,4,Single,97.86885604602539,1
61,137485,59601,631,Salaried,24,3,Single,57.80427831693578,1
69,175850,55300,613,Salaried,33,2,Divorced,28.17567717959463,0
49,140765,72807,616,Salaried,23,3,Married,70.90200686702593,1
23,52350,18119,579,Salaried,1,1,Married,91.92975577008636,1
53,138246,111808,559,Self-Employed,22,3,Divorced,100.0,1
55,79697,21445,585,Salaried,4,4,Married,86.37375036910854,1
28,44180,18240,594,Self-Employed,3,3,Single,100.0,1
50,3655,6683,454,Unemployed,21,3,Married,100.0,1
41,50930,31514,629,Salaried,3,4,Divorced,74.17041229370648,1
40,54499,50743,587,Salaried,4,3,Married,100.0,1
32,96630,32896,596,Self-Employed,6,4,Single,91.10441753997543,1
44,86963,35802,643,Self-Employed,5,1,Married,71.73047364687741,1
28,60650,12727,491,Self-Employed,3,4,Married,100.0,1
68,97677,55621,713,Salaried,3,1,Divorced,33.48247798744536,0
67,93000,45504,718,Salaried,9,1,Single,19.668991180409535,0
34,12329,11448,503,Salaried,3,4,Married,100.0,1
68,907,3898,532,Unemployed,0,3,Divorced,100.0,1
31,43902,13905,575,Salaried,4,2,Married,72.8011328658466,1
25,5463,2554,444,Student,0,4,Married,100.0,1
35,77263,48413,591,Salaried,6,3,Single,86.79808624953182,1
45,371,9274,503,Unemployed,4,1,Single,100.0,1
68,99818,35492,749,Self-Employed,2,0,Single,8.49615425472394,0
64,150771,38992,793,Salaried,30,2,Divorced,0.0,0
64,158219,77739,718,Self-Employed,26,3,Single,49.62322985437187,0
21,12000,4951,533,Salaried,0,2,Married,90.96375914454522,1
24,42933,11919,630,Salaried,4,0,Married,71.13700788169926,1
62,146964,80164,785,Salaried,22,0,Single,9.246064219041074,0
52,94005,25541,683,Salaried,12,0,Married,5.215531423263904,0
65,143096,98128,661,Salaried,26,4,Married,37.423616747029406,0
26,27167,21512,590,Self-Employed,2,2,Divorced,95.64549709064654,1
25,76303,26532,548,Self-Employed,3,4,Married,96.34523617225186,1
69,110172,54044,731,Salaried,12,0,Married,9.912063641290356,0
24,9696,3847,547,Student,0,3,Single,100.0,1
34,57345,23141,716,Self-Employed,11,0,Divorced,37.87974809976686,0
34,2260,3250,441,Unemployed,7,4,Single,100.0,1
66,100034,118793,767,Self-Employed,2,0,Married,51.503239045441376,0
50,147766,36686,649,Salaried,29,0,Single,54.22593871109911,0
49,85030,40105,599,Salaried,10,4,Divorced,100.0,1
25,12000,2171,399,Self-Employed,1,4,Married,100.0,1
36,34752,5766,518,Salaried,0,3,Married,80.28890738733021,1
55,113326,27419,556,Salaried,12,4,Single,77.85843978119404,1
20,47741,10496,610,Salaried,0,3,Married,84.91692140329056,1
22,42482,20759,573,Salaried,1,1,Married,85.12032175236662,1
30,14568,6126,579,Salaried,0,1,Married,83.01469330935458,1
64,84191,75031,589,Salaried,1,4,Single,100.0,1
63,75360,14267,627,Salaried,1,0,Divorced,45.93254866133019,0
48,72070,52488,631,Self-Employed,6,2,Divorced,86.89874827181939,1
33,34624,25295,626,Salaried,8,0,Single,58.29651747981341,1
67,183503,105440,627,Salaried,30,4,Married,67.6193446153685,1
49,51417,30999,644,Salaried,3,3,Married,76.33374152461764,1
39,50492,33811,702,Salaried,1,0,Married,69.71382823121952,1
46,111425,62860,607,Salaried,18,1,Single,51.892462873824705,0
39,78875,43971,527,Salaried,4,4,Married,93.74351264132004,1
60,84719,49442,714,Salaried,8,0,Married,38.72263713632461,0
20,31222,18673,580,Self-Employed,0,0,Married,100.0,1
27,80379,20825,556,Salaried,7,3,Married,84.42544110538658,1
59,89926,34209,574,Salaried,12,3,Married,77.21767920949355,1
38,91714,41066,544,Salaried,11,3,Married,91.01656968181675,1
33,82534,51238,578,Self-Employed,13,2,Single,80.26583651702484,1
20,3856,2578,471,Student,0,4,Divorced,100.0,1
19,12000,13134,497,Self-Employed,0,4,Married,100.0,1
58,95709,46802,635,Salaried,9,1,Single,34.44347527434242,0
41,124515,103801,612,Salaried,18,1,Single,72.23180213227063,1
52,112262,55243,542,Salaried,13,4,Married,94.93678062529656,1
25,10135,3889,621,Student,0,0,Divorced,87.46372976796228,1
47,87085,59437,671,Salaried,15,4,Single,58.04570368097669,1
64,3852,6877,560,Unemployed,19,2,Married,100.0,1
52,83032,24357,540,Self-Employed,3,1,Single,81.21542462273248,1
36,78212,8564,654,Self-Employed,5,1,Married,46.47522372817874,0
67,68019,15135,722,Salaried,4,1,Divorced,20.934257173174572,0
25,46273,16873,489,Self-Employed,1,4,Married,100.0,1
43,59905,30459,668,Salaried,5,1,Single,40.11999180261752,0
66,110297,74471,741,Salaried,13,1,Married,24.535102988301453,0
57,62041,67748,633,Salaried,5,4,Single,83.65333159654836,1
23,13205,7446,549,Student,0,0,Married,100.0,1
47,90846,41817,656,Salaried,13,1,Married,62.05573338787435,1
24,58106,29189,607,Salaried,3,1,Married,67.89699429191425,1
20,12000,6512,624,Salaried,0,1,Single,90.87449665801581,1
18,35666,19698,532,Self-Employed,0,2,Divorced,100.0,1
53,145796,56027,662,Self-Employed,26,4,Married,55.44200116107324,1
42,148776,20870,692,Self-Employed,21,1,Single,16.911327286937894,0
54,150237,115142,717,Salaried,25,2,Married,40.59718658568217,0
18,26818,20746,630,Salaried,0,0,Married,85.18796107578291,1
32,66379,24987,611,Salaried,11,0,Married,32.065434656579626,0
54,50514,56866,626,Salaried,7,2,Married,50.716523450165894,0
19,9304,7718,536,Student,0,0,Married,100.0,1
57,112406,45946,629,Salaried,15,3,Single,76.86515501077798,1
25,26527,3835,685,Salaried,3,0,Married,27.681482215225238,0
22,25587,18507,507,Salaried,1,3,Married,100.0,1
26,51120,48980,545,Self-Employed,0,2,Single,100.0,1
18,12000,2000,503,Salaried,0,3,Married,81.26025505110428,1
53,144194,44420,749,Salaried,28,0,Divorced,12.72909823537481,0
52,136909,32961,718,Self-Employed,19,1,Divorced,33.2466792489902,0
19,36024,28530,544,Salaried,0,3,Single,99.0816732306179,1
57,107350,40894,667,Self-Employed,16,0,Single,29.538041612819516,0
40,110029,26634,642,Salaried,18,1,Married,48.257313582541514,0
26,56835,13758,639,Self-Employed,0,2,Single,82.66322406420957,1
51,56548,43618,545,Salaried,6,2,Divorced,68.50703123069937,1
63,50294,3620,589,Salaried,0,4,Single,84.15952260026188,1
20,11365,8940,509,Student,0,2,Single,100.0,1
21,39993,19040,529,Salaried,1,4,Married,100.0,1
47,77134,22053,625,Salaried,13,2,Single,26.81870941401511,0
48,91877,31073,562,Salaried,16,2,Married,45.15794082188599,0
55,77231,53649,658,Self-Employed,12,2,Married,58.85454574526524,1
28,40649,27121,475,Salaried,1,4,Single,100.0,1
52,875,2139,418,Unemployed,26,4,Single,100.0,1
25,11,5233,457,Unemployed,0,3,Married,100.0,1
20,16483,17650,574,Self-Employed,0,0,Single,100.0,1
31,39783,8869,587,Salaried,4,0,Married,52.6631166253031,0
30,45234,8199,607,Salaried,6,0,Married,21.852633271663116,0
62,118835,74629,634,Self-Employed,18,2,Married,62.680950315677336,1
49,112714,20290,763,Salaried,13,0,Divorced,0.0,0
51,134138,73186,624,Salaried,23,4,Divorced,69.0685234241645,1
62,111338,14783,630,Salaried,13,3,Divorced,44.227496487695966,0
36,100502,7566,676,Salaried,14,1,Single,15.197654773446494,0
55,85512,38566,603,Salaried,4,3,Single,75.60978930921426,1
33,68953,26976,632,Salaried,12,0,Single,27.146834629480917,0
19,43869,14627,649,Self-Employed,0,0,Divorced,85.75476436833232,1
57,153990,70646,599,Salaried,23,4,Divorced,79.39644101025682,1
34,44387,16060,509,Salaried,1,3,Divorced,100.0,1
51,98616,53181,618,Salaried,17,4,Single,82.95420518534026,1
59,147578,115334,637,Salaried,30,4,Divorced,64.28277737681093,1
33,89276,18168,638,Salaried,13,1,Married,30.24120470635617,0
55,58776,19362,554,Self-Employed,8,4,Single,95.30786875605885,1
19,1380,4014,449,Unemployed,0,4,Married,100.0,1
19,37980,26468,517,Salaried,0,1,Single,96.9601079644482,1
43,85027,55398,531,Salaried,9,2,Married,64.46047500100865,1
30,72344,70059,573,Salaried,9,2,Single,80.5278563136541,1
64,913,4364,592,Unemployed,17,1,Married,100.0,1
48,46096,11681,608,Self-Employed,3,4,Married,78.76943638594135,1
25,3586,6435,597,Student,0,0,Divorced,100.0,1
56,127143,104046,596,Salaried,17,3,Married,91.27075633866774,1
20,3002,1970,483,Unemployed,0,0,Married,100.0,1
25,51234,14671,675,Salaried,3,0,Married,26.318322076416734,0
40,91546,93461,608,Salaried,16,4,Divorced,81.08202666555661,1
25,4871,1739,523,Student,0,3,Single,100.0,1
19,14521,5899,536,Student,0,3,Married,100.0,1
46,64125,7432,618,Salaried,6,2,Single,28.26058105667531,0
56,38369,14470,625,Salaried,0,1,Single,65.00814308475101,1
56,110667,47004,596,Salaried,27,4,Married,87.3840926547054,1
18,51208,14177,564,Salaried,0,3,Divorced,100.0,1
34,46135,9883,542,Salaried,0,4,Single,89.06353096368322,1
58,3328,5532,443,Unemployed,3,2,Married,100.0,1
47,132096,45909,742,Self-Employed,22,0,Divorced,8.895623591001854,0
30,29027,16110,566,Self-Employed,3,3,Divorced,100.0,1
38,66086,22793,614,Self-Employed,3,2,Single,51.33940452873876,0
36,58688,36145,605,Salaried,5,4,Divorced,71.93481067198951,1
36,48015,26060,549,Self-Employed,2,2,Single,95.54344346740811,1
42,75387,8726,563,Salaried,5,2,Married,45.66334295111098,0
39,82284,27669,633,Salaried,12,2,Single,51.29962413525182,0
48,135894,45732,622,Salaried,22,2,Single,28.72110017778118,0
34,40969,16441,653,Salaried,6,2,Married,63.09859052925057,1
40,79105,22250,579,Self-Employed,3,2,Married,76.66285588081891,1
49,674,1421,509,Unemployed,0,1,Single,100.0,1
27,42720,8194,501,Salaried,5,4,Single,63.581892744130485,1
27,91630,30798,635,Self-Employed,7,0,Married,57.06049879909291,1
53,126003,90660,591,Salaried,23,4,Single,83.11221332979055,1
25,70676,54544,546,Self-Employed,5,3,Married,100.0,1
